"","V1","V2","V3","V4","V5"
"1",2,6,1.31,1.31742793657668,1.55038866769701
"2",2,2,1.44778166151097,1.45891672188554,1.06345003936167
"3",2,1,1.31,1.31740566011013,1.10114974882345
"4",2,6,1.31,1.31752006297847,1.50876074886673
"5",2,7,1.44778166151097,1.45873586718699,1.04247882319851
"6",2,9,1.76834346805288,1.77631067741277,1.55366104280256
"7",2,10,1.954332247557,1.96447394502957,1.03251520180038
"8",2,9,1.76834346805288,1.77632049416025,1.43580758796816
"9",2,4,1.76834346805288,1.77627594122805,2.28231027719085
"10",2,9,1.76834346805288,1.77629217661797,1.31393115439278
"11",2,8,1.60005476290647,1.59986445336835,1.69635615538391
"12",2,5,1.954332247557,1.96446526098407,1.98087193486208
"13",2,2,1.44778166151097,1.45872189720012,1.65779748049408
"14",2,5,1.954332247557,1.96456116305853,1.48791564015573
"15",2,7,1.44778166151097,1.4586237297226,1.1157532938023
"16",2,10,1.954332247557,1.96447507773155,1.4557431372441
"17",2,4,1.76834346805288,1.77634503602985,1.47027305661413
"18",2,5,1.954332247557,1.96453095768084,3.56206493401078
"19",2,3,1.60005476290647,1.59986785147248,0.896873422476347
"20",2,2,1.44778166151097,1.45871510099005,0.351328054943224
"21",2,6,1.31,1.31751137893207,1.34504684665353
"22",2,2,1.44778166151097,1.4586713031922,1.37266588887724
"23",2,1,1.31,1.3175362983684,1.23735259303703
"24",2,6,1.31,1.31755366646121,1.60219768664501
"25",2,7,1.44778166151097,1.45867583399922,1.06100831214189
"26",2,9,1.76834346805288,1.77628651310988,0.946743256176887
"27",2,10,1.954332247557,1.96453397821824,1.07420806219307
"28",2,9,1.76834346805288,1.77619702967877,1.20643814410596
"29",2,4,1.76834346805288,1.7763775068106,1.61616050004977
"30",2,9,1.76834346805288,1.77637108816816,1.34132554412099
"31",2,8,1.60005476290647,1.5998421769018,1.35237353857792
"32",2,5,1.954332247557,1.96457135737273,1.44559262007078
"33",2,2,1.44778166151097,1.44695539232089,1.68941118391831
"34",2,5,1.954332247557,1.9645362436213,1.3766869797837
"35",2,7,1.44778166151097,1.45868904885083,1.97658088339358
"36",2,10,1.954332247557,1.96452453903748,1.71031783608669
"37",2,4,1.76834346805288,1.77636127141977,1.67570360595528
"38",2,5,1.954332247557,1.96459287870493,2.03098567698726
"39",2,3,1.60005476290647,1.599858034725,1.12837310060058
"40",2,2,1.44778166151097,1.44694746340974,1.33493031053058
"41",2,4,1.76834346805288,1.77629444202194,2.11693054839725
"42",2,9,1.76834346805288,1.77646850051042,1.34536702365585
"43",2,2,1.44778166151097,1.44686364348581,1.81008997426852
"44",2,7,1.44778166151097,1.45869395722548,1.58517280307751
"45",2,4,1.76834346805288,1.77631105497949,1.36605619710554
"46",2,6,1.31,1.31751288920077,1.64433041285065
"47",2,3,1.60005476290647,1.59986860660683,1.27232173635548
"48",2,3,1.60005476290647,1.59987011687554,2.1476618772258
"49",2,8,1.60005476290647,1.59978063344442,1.20603037150704
"50",2,1,1.31,1.31753554323404,1.18617524404999
"51",2,5,1.954332247557,1.96452265120115,0.770886414564302
"52",2,1,1.31,1.31755177862487,1.09298825577116
"53",2,10,1.954332247557,1.96453473335259,1.61331024509764
"54",2,7,1.44778166151097,1.45869055912044,1.5852128252036
"55",2,8,1.60005476290647,1.59986936174118,1.31092647444711
"56",2,3,1.60005476290647,1.59983726852806,1.63775092645483
"57",2,1,1.31,1.31759142318333,1.17841019658044
"58",2,10,1.954332247557,1.9644543115337,1.5300215590878
"59",2,6,1.31,1.3175593299693,1.31425321923234
"60",2,8,1.60005476290647,1.59977648020504,1.22730477414825
"61",2,6,1.31,1.31753403296534,1.15365613442918
"62",2,7,1.44778166151097,1.44686892942627,1.33174251048149
"63",2,8,1.60005476290647,1.59985614688867,1.93816983728721
"64",2,3,1.60005476290647,1.59985388148471,1.76016388305197
"65",2,2,1.44778166151097,1.45872567287188,1.7413912408183
"66",2,10,1.954332247557,1.96457966385242,1.613259273523
"67",2,10,1.954332247557,1.96461666543928,1.75948048638111
"68",2,10,1.954332247557,1.96456456116357,2.05126858810581
"69",2,8,1.60005476290647,1.59985539175432,0.988773661665618
"70",2,6,1.31,1.31751628730581,1.41842099500263
"71",2,2,1.44778166151097,1.44693802422807,1.26940616227421
"72",2,1,1.31,1.31754573754915,1.18572669419063
"73",2,3,1.60005476290647,1.59977912317572,1.49141493316074
"74",2,4,1.76834346805288,1.77632502496635,1.60299359834698
"75",2,8,1.60005476290647,1.59985010581386,1.75849767890486
"76",2,2,1.44778166151097,1.45867734426793,1.57469191458677
"77",2,9,1.76834346805288,1.77632578010071,3.26146139280718
"78",2,9,1.76834346805288,1.77628198230377,1.75225422733638
"79",2,9,1.76834346805288,1.77629293175323,1.65807990077519
"80",2,5,1.954332247557,1.96454266226465,1.99890643317849
"81",2,7,1.44778166151097,1.45866714995282,1.39731838544685
"82",2,3,1.60005476290647,1.59993392573688,1.58410277757321
"83",2,4,1.76834346805288,1.77632615766834,1.61636136581092
"84",2,7,1.44778166151097,1.44692556450991,1.40792500382304
"85",2,3,1.60005476290647,1.59985237121691,1.10244518195941
"86",2,7,1.44778166151097,1.45870641694364,1.75918107557573
"87",2,1,1.31,1.31753176756229,1.39428312255586
"88",2,4,1.76834346805288,1.7763170960543,0.946447243475632
"89",2,5,1.954332247557,1.96454945847381,1.67900731914051
"90",2,5,1.954332247557,1.96453246794954,1.53091488313294
"91",2,9,1.76834346805288,1.77629708499171,1.1994289862123
"92",2,6,1.31,1.3175449824148,1.84595697243913
"93",2,1,1.31,1.31752648162092,1.92624739714574
"94",2,4,1.76834346805288,1.776352964941,1.79269734022728
"95",2,10,1.954332247557,1.96461515517058,1.50911641718903
"96",2,1,1.31,1.31756725888044,1.14410292859975
"97",2,5,1.954332247557,1.96455398928083,2.04053019877028
"98",2,2,1.44778166151097,1.45868942641937,1.84184866350643
"99",2,6,1.31,1.31752459378458,1.5822364627993
"100",2,8,1.60005476290647,1.59987917848957,1.50934371265521
"101",2,1,1.31,1.31753894133908,1.68987861213827
"102",2,7,1.44778166151097,1.45871359072135,1.27169346450046
"103",2,7,1.44778166151097,1.44695388205128,1.76967215838249
"104",2,7,1.44778166151097,1.44685911267879,1.10272533683656
"105",2,9,1.76834346805288,1.77632615766834,2.01003220648454
"106",2,6,1.31,1.31757443265724,1.6659812500111
"107",2,9,1.76834346805288,1.77631067741277,1.10579231537395
"108",2,10,1.954332247557,1.96457551061303,1.95753677032735
"109",2,5,1.954332247557,1.96454039686068,1.80462959711622
"110",2,4,1.76834346805288,1.77628840094621,1.38426664174767
"111",2,3,1.60005476290647,1.59983915636349,1.73894460522479
"112",2,4,1.76834346805288,1.77634881170161,1.54387072475856
"113",2,2,1.44778166151097,1.45866601725083,3.4211391014278
"114",2,9,1.76834346805288,1.77635409764207,1.54382050831828
"115",2,6,1.31,1.3175593299693,1.26218971997696
"116",2,1,1.31,1.3174989192139,1.4082716105313
"117",2,4,1.76834346805288,1.77635334250863,1.43632258965772
"118",2,3,1.60005476290647,1.59992373142177,1.47854215632378
"119",2,10,1.954332247557,1.96457853115044,1.64365041428573
"120",2,1,1.31,1.31751364433512,1.30379611747594
"121",2,6,1.31,1.31753252269573,0.419972796281399
"122",2,5,1.954332247557,1.96448904771933,1.56451383500644
"123",2,8,1.60005476290647,1.59986445336745,2.19025372517262
"124",2,6,1.31,1.31753516566732,1.34224680814077
"125",2,2,1.44778166151097,1.4586871610154,1.22040775371988
"126",2,8,1.60005476290647,1.59986671877141,1.29350325746054
"127",2,9,1.76834346805288,1.77633521928146,1.66869180509184
"128",2,1,1.31,1.31748230625635,1.41662604043358
"129",2,5,1.954332247557,1.96452416147076,1.14415050207026
"130",2,10,1.954332247557,1.96454643793641,1.4498953761231
"131",2,3,1.60005476290647,1.59986936174209,1.54350486212206
"132",2,10,1.954332247557,1.96455474441518,1.95754432167178
"133",2,8,1.60005476290647,1.59984028906547,2.23624783134801
"134",2,2,1.44778166151097,1.44695539232089,1.30170590533908
"135",2,3,1.60005476290647,1.59983953393112,1.70024472019395
"136",2,2,1.44778166151097,1.45869169182151,1.2172056061172
"137",2,8,1.60005476290647,1.59990069982086,1.38728189357516
"138",2,5,1.954332247557,1.96456833683533,1.40454804259662
"139",2,4,1.76834346805288,1.7762997279624,1.47821556067811
"140",2,7,1.44778166151097,1.45867923210335,1.33138608702575
"141",2,5,1.954332247557,1.96454039686068,1.87447311438154
"142",2,8,1.60005476290647,1.59988295416133,1.37707209834844
"143",2,4,1.76834346805288,1.77635976115107,1.62367710828767
"144",2,6,1.31,1.31753403296534,1.58104976902359
"145",2,9,1.76834346805288,1.77631218768147,1.80131644475114
"146",2,9,1.76834346805288,1.77625706286653,2.42002943136504
"147",2,6,1.31,1.31753478809969,1.59437185085335
"148",2,8,1.60005476290647,1.59987049444226,1.05378998200922
"149",2,10,1.954332247557,1.96459061330097,1.22064335566665
"150",2,8,1.60005476290647,1.59990976143399,2.8339386302232
"151",2,4,1.76834346805288,1.77625441989585,2.03409154494875
"152",2,10,1.954332247557,1.9645577649535,1.48138750290218
"153",2,5,1.954332247557,1.9645045279749,1.53029378505471
"154",2,7,1.44778166151097,1.44693991206441,1.73173495913761
"155",2,5,1.954332247557,1.9645536117132,1.80140328521247
"156",2,3,1.60005476290647,1.59989843441781,1.56497597728594
"157",2,5,1.954332247557,1.96457437791105,1.3144427579773
"158",2,7,1.44778166151097,1.45876154175858,2.01912704570623
"159",2,1,1.31,1.31753705350275,1.27967183745022
"160",2,10,1.954332247557,1.96449357852543,2.00983096315485
"161",2,3,1.60005476290647,1.59989352604316,0.459256777803603
"162",2,2,1.44778166151097,1.45865884347404,1.86291276120573
"163",2,4,1.76834346805288,1.77629066634927,1.60317294277775
"164",2,7,1.44778166151097,1.45870415153968,1.57510384042507
"165",2,2,1.44778166151097,1.44697162771172,1.24858861597113
"166",2,6,1.31,1.31752799188962,1.66893760135281
"167",2,1,1.31,1.31754875808656,1.60543645826874
"168",2,9,1.76834346805288,1.7763212492946,1.49935101858136
